""	"QC1_001"	"HU_neg_017"	"HU_neg_018"	"HU_neg_020"	"HU_neg_021"	"HU_neg_027"	"HU_neg_028"	"HU_neg_032"	"HU_neg_034"	"QC1_002"	"HU_neg_037"	"HU_neg_041"	"HU_neg_043"	"HU_neg_044"	"HU_neg_047"	"HU_neg_048"	"QC1_003"	"HU_neg_049"	"HU_neg_050"	"HU_neg_051"	"HU_neg_052"	"HU_neg_055"	"HU_neg_060"	"HU_neg_061"	"QC1_004"	"HU_neg_064"	"HU_neg_065"	"HU_neg_066"	"HU_neg_068"	"HU_neg_072"	"HU_neg_077"	"HU_neg_078"	"QC1_005"	"HU_neg_079"	"HU_neg_083"	"HU_neg_086"	"HU_neg_088"	"HU_neg_089"	"HU_neg_090"	"HU_neg_091"	"HU_neg_093"	"HU_neg_094"	"QC1_006"	"HU_neg_099"	"HU_neg_100"	"HU_neg_101"	"HU_neg_105"	"HU_neg_107"	"HU_neg_108"	"HU_neg_109"	"HU_neg_110"	"QC1_007"	"HU_neg_116"	"HU_neg_118"	"HU_neg_123"	"HU_neg_125"	"HU_neg_126"	"HU_neg_127"	"QC1_008"	"HU_neg_130"	"HU_neg_131"	"HU_neg_132"	"HU_neg_133"	"HU_neg_134"	"HU_neg_138"	"QC1_009"	"HU_neg_144"	"HU_neg_148"	"HU_neg_149"	"HU_neg_150"	"QC1_010"	"HU_neg_152"	"HU_neg_154"	"HU_neg_156"	"HU_neg_157"	"HU_neg_158"	"HU_neg_163"	"HU_neg_170"	"HU_neg_171"	"QC1_011"	"HU_neg_172"	"HU_neg_173"	"HU_neg_174"	"HU_neg_175"	"HU_neg_179"	"HU_neg_180"	"HU_neg_181"	"HU_neg_182"	"QC1_012"	"HU_neg_184"	"HU_neg_185"	"HU_neg_186"	"HU_neg_189"	"HU_neg_192"	"HU_neg_196"	"QC1_013"	"HU_neg_200"	"HU_neg_201"	"HU_neg_202"	"HU_neg_204"	"HU_neg_207"	"HU_neg_208"	"HU_neg_209"	"QC1_014"	"QC1_001_b2"	"HU_neg_022_b2"	"HU_neg_076_b2"	"HU_neg_166_b2"	"HU_neg_114_b2"	"HU_neg_190_b2"	"HU_neg_139_b2"	"HU_neg_096_b2"	"HU_neg_058_b2"	"HU_neg_031_b2"	"QC1_002_b2"	"HU_neg_039_b2"	"HU_neg_087_b2"	"HU_neg_143_b2"	"HU_neg_162_b2"	"HU_neg_102_b2"	"HU_neg_188_b2"	"HU_neg_095_b2"	"HU_neg_062_b2"	"QC1_003_b2"	"HU_neg_063_b2"	"HU_neg_011_b2"	"HU_neg_074_b2"	"HU_neg_122_b2"	"HU_neg_142_b2"	"HU_neg_030_b2"	"HU_neg_187_b2"	"HU_neg_167_b2"	"HU_neg_113_b2"	"QC1_004_b2"	"HU_neg_081_b2"	"HU_neg_014_b2"	"HU_neg_206_b2"	"HU_neg_119_b2"	"HU_neg_033_b2"	"HU_neg_067_b2"	"HU_neg_140_b2"	"HU_neg_164_b2"	"HU_neg_193_b2"	"HU_neg_112_b2"	"QC1_005_b2"	"HU_neg_097_b2"	"HU_neg_056_b2"	"HU_neg_195_b2"	"HU_neg_135_b2"	"HU_neg_159_b2"	"HU_neg_070_b2"	"HU_neg_038_b2"	"HU_neg_026_b2"	"QC1_006_b2"	"HU_neg_098_b2"	"HU_neg_115_b2"	"HU_neg_137_b2"	"HU_neg_019_b2"	"HU_neg_073_b2"	"HU_neg_168_b2"	"HU_neg_191_b2"	"HU_neg_040_b2"	"HU_neg_046_b2"	"QC1_007_b2"	"HU_neg_103_b2"	"HU_neg_015_b2"	"HU_neg_053_b2"	"HU_neg_121_b2"	"HU_neg_183_b2"	"HU_neg_199_b2"	"HU_neg_042_b2"	"HU_neg_075_b2"	"QC1_008_b2"	"HU_neg_203_b2"	"HU_neg_024_b2"	"HU_neg_082_b2"	"HU_neg_169_b2"	"HU_neg_129_b2"	"HU_neg_057_b2"	"HU_neg_035_b2"	"HU_neg_194_b2"	"HU_neg_145_b2"	"QC1_009_b2"	"HU_neg_177_b2"	"HU_neg_025_b2"	"HU_neg_080_b2"	"HU_neg_117_b2"	"HU_neg_136_b2"	"HU_neg_197_b2"	"HU_neg_036_b2"	"HU_neg_054_b2"	"HU_neg_085_b2"	"QC1_010_b2"	"HU_neg_160_b2"	"HU_neg_092_b2"	"HU_neg_023_b2"	"HU_neg_124_b2"	"HU_neg_147_b2"	"HU_neg_205_b2"	"HU_neg_084_b2"	"HU_neg_120_b2"	"HU_neg_198_b2"	"QC1_011_b2"	"HU_neg_045_b2"	"HU_neg_029_b2"	"HU_neg_069_b2"	"HU_neg_155_b2"	"HU_neg_106_b2"	"HU_neg_146_b2"	"QC1_012_b2"
"Salicylic acid"	366495	43811	85848	137203	125991	606034	41185	123263	32220	327022	43517	79436	22183	80989	153673	22765	305953	506.5	21055	2878	1568733	19359	31430	18881	256933	9564	46599	3066	40611	3543	25004	66306	287882	11416	76738	108838	270252	104005	4552	17929	131058	139833	295919	20628	8337	11627	13025	3631	3117	182282	123331	280937	9425	34361	35143	97782	31110	2257554	235247	81059	296506	95353	58228	241157	13737	207750	146632	331862	107826	62764	196103	16788	45119	2769	12781	13718	357130	156802	25886	195573	72941	21130	10409	10399	53759	57032	74657	42261	156097	45381	26861	35408	35400	12081	104843	145420	19370	57995	42189	1911	37938	30170	43540	141375	818506	163659	149350	42654	19086	40670	16834	607.5	83422	14392	917690	187463	132703	60940	142185	36582	300958	105092	47811	1019078	90157	416430	4545917	286788	39925	40803	334919	348959	587342	1056928	70427	277858	29565	77759	300874	558218	86201	171841	155957	231157	961115	461295	79343	199413	567908	183811	27940	290004	598012	904557	69335	39497	102278	460376	619162	157373	92338	43550	225869	991990	155355	1691486	187202	219564	122953	65541	60088	103865	418710	139551	117097	113709	149458	116594	10610459	562050	62310	818129	759613	77860	71197	308475	25127	66760	482726	63049	99118	1510403	254158	177554	67325	8044525	238376	61584	207355	539960	1021892	69544	302540	198680	162514	1869389	414321	143692	69007	251060
"Sebacic acid"	2879151	521879	4518173	1457780	4714054	1612288	5230309	1653819	1511339	2517755	1407888	1016397	4472733	460954	1854048	3528871	2618265	1925572	4453388	218719	3904880	388611	5189784	1239629	2645431	1998092	4149369	3541854	5385741	953279	2904755	2673204	2576206	2294258	4435456	6082948	4835237	2229901	6763541	2951740	831488	2518541	2639658	4618929	4499557	1029935	1865321	1518158	359500	506796	3063019	2258829	1018813	3538906	3051833	3024268	1948608	6214495	2228493	2187821	1745139	2603443	4619967	5717366	6463939	2161892	3711382	3518043	1519677	318841	1945380	2817991	1316169	731698	1362736	740046	5518314	4130112	2478192	1882917	4289353	863878	1433372	1912691	1871808	1417289	595387	775435	1719610	965851	322546	855727	2414698	1904875	5023353	1544104	853279	2691753	4583445	2783441	756462	733660	2118779	1306635	3038778	14193917	7884431	8467244	4791608	5419343	7739715	14716	5931174	6227393	3158096	9981878	3477652	1210851	2488671	3288352	1328222	6489935	4977275	3058017	5550481	2930722	3551620	7843444	6247961	2919396	837715	923772	8510941	2893996	7413022	1511557	10515620	4396182	7548310	2778862	4293948	2135677	6709445	17695990	2728922	2320772	1748006	3588390	6268035	3388469	3546667	575799	1874812	2599158	2366620	2223432	3065515	3760704	4250450	1537301	3269603	1884664	3186768	2676759	4740682	3360723	1890952	1333556	4282757	2437706	4242677	3448659	2255406	2219518	2488255	7001739	1053513	3727167	2216831	11146096	6598371	11419599	2216659	1550371	2458285	4365534	10530571	497195	3776148	3096812	2300228	3181050	2074355	8719387	1846325	2247449	7641709	2162142	3728097	1374523	3692619	3450453	2072358	576496	3045713	3447958	1664055	2536040	2129666	1582002
"Suberic acid"	2353268	570397	3363316	820770	2063088	945796	2600145	855534	2954371	2281554	2097519	848437	2092592	506761	1010171	2662545	2130271	1944740	3498335	290215	1663747	776532	1328578	1205441	1880970	923012	3210520	1357370	2250203	1203712	1382167	1737315	1846564	795721	1271481	3556061	2937404	1812033	2183865	1568601	469772	1772975	1598454	2639156	1049027	1287780	1418819	2013196	384324	488674	419269	1403684	531322	585724	1047074	1078560	900832	1488191	1188132	1179293	899614	3404551	1439151	1254955	3100276	1107463	1688699	1845110	1568121	526123	1059965	1001401	592165	1336552	460744	565370	1368137	1189946	1145943	819377	1148244	508855	822682	893041	786142	550304	169350	495104	577677	532807	235845	412124	575306	3188856	1422308	510344	191440	700912	619976	858284	350709	318110	872637	423862	1412908	1698846	1196489	1494334	2781797	7628559	4544074	607.5	3319179	5031977	2496155	3539222	1580251	1091267	3153361	4199392	1257060	6002057	5316779	2789978	2883601	2516364	1849538	5604429	2579540	2087949	1023990	953262	5944523	2766852	2502641	2327034	9231105	3671542	4049005	2066506	4158248	918541	5529651	7318566	2728445	1643155	2798724	1519221	4670158	1721368	3922807	731655	1121066	2467939	1355536	1552355	2410306	3219073	2456800	1583501	3260358	1821908	1062135	2446421	1974808	1494826	1692802	1153312	1948898	1079904	1998289	1177663	1053291	652984	1285081	4140644	685953	896366	602373	2715429	998320	2085301	791967	528570	652394	393978	1288961	717578	607605	1887230	318038	749493	912558	2494536	740476	797783	752892	1813333	1209404	675236	438924	774860	728744	283281	1233185	219075	745177	1032992	2217710	1187853
"Sulfosalicylic acid isomer"	4984482	305895	4948057	2147452	1904949	2420462	5377380	2284892	1453804	4294041	1461964	828213	2658314	178553	2845119	17424632	5246022	3170315	2843731	201467	10305285	2508454	12924836	1588640	4985830	2704236	4810628	8670205	17846746	6666388	9619178	3609662	5000369	2699244	2837625	12975321	4428775	2279636	2662347	3490007	2190509	1703715	5563320	1260796	10585265	415482	2141288	3373115	184807	989606	996306	4950348	6746224	1662368	3760612	2825175	3639201	6505678	4302368	977646	2666943	10849612	6869918	4222333	7266879	3941021	4858732	4737972	13806850	111117	4023001	7197250	2401381	1435874	7055046	927022	1971354	5640212	1162700	3741051	2817614	787514	1844181	6210688	1637653	596538	893645	1731702	2996493	2061281	891523	300482	5430916	2115490	7977532	2918100	3629853	2714104	2235076	5438222	3714358	418448	1306915	2566258	12793419	23535415	5344558	20982120	28603692	12613245	2105851	607.5	17896560	3273597	11654374	8053253	19077140	6718561	2125404	20436336	1561579	4345459	13572127	11096877	43456706	29050074	4039518	12844173	5515698	3693486	1675219	1778334	14110683	10980791	5723130	2468088	22765367	21807244	26191263	2174708	9968311	9455273	11742901	13674507	10102691	26735420	5446256	6860083	8792188	6882331	4058995	864977	9905729	9377076	9190570	7238562	9074498	11920193	6219582	2432861	4382472	4146521	16494470	8851715	15667875	4647054	2524653	4475693	2027567	5397137	18037533	4318924	9698270	4765807	5352799	10759203	2628835	8088165	9318567	9488186	3413383	7490570	9158994	8237636	20034342	7003374	10919250	1203445	15833338	3282196	7383811	11448944	8368154	3485556	6881496	4546484	13294326	2721520	14345510	1658543	16300387	12903263	7872453	2941299	2126782	13153041	1597338	12279232	3375221	4206774
"Taurine"	316871	387400	576816	614964	552167	110618	666189	596059	103534	345493	499579	253652	235480	291140	424836	59992	346281	779611	83619	701769	506.5	25840	205219	1395513	349932	478763	404896	323034	1145641	564651	215421	332875	352825	272402	309886	657369	1472797	194546	358760	393033	853068	416347	360185	295492	1310165	374131	467770	30761	514562	460946	177978	333172	246243	360289	543027	689733	247759	486552	301470	314038	568814	1159010	514527	1232172	566078	286561	131607	2820	10515	158313	280056	315071	143136	506.5	261645	506.5	535052	250321	513449	287906	14361	35062	107953	346789	584581	236955	170037	254704	250940	254301	50793	15775	564208	434314	705293	247721	358839	443626	316538	333061	110804	441820	540053	208498	561083	251794	988646	993586	1082292	544028	482220	292549	729939	3096237	562671	454545	506657	770250	231489	1173873	284818	967486	373105	546727	454256	521907	6518	465878	1344684	684010	6174	158257	1296234	496902	407582	1833652	5795	81322	450301	479471	3981317	255719	286557	493690	516410	1033241	18188	115631	462403	607.5	1321324	710212	71417	498318	109296	450752	1120516	201769	246269	206818	546895	342009	398993	483822	180275	892482	187882	444773	241782	54860	423583	100924	473596	461916	868297	1156708	227223	156518	469387	335408	27191	865315	447614	403960	649910	1200658	1276946	67878	1066444	106858	336559	85424	434147	163495	463186	1429550	198076	170206	128685	152415	2623	185380	392053	115329	682683	487417	317608	67265	511166	399312
"Testosterone glucuronide"	222798	84087	451233	57374	368274	54297	458257	41610	50041	253304	252399	168373	349509	506.5	13175	155227	218023	428857	308477	30352	48224	4064	484928	109927	237119	5710	328817	710352	156233	280601	574647	189211	210944	205692	158662	1904775	220596	255079	418121	259217	60792	282497	228111	590399	155159	91203	123452	470657	14325	56249	3832	231311	67131	69292	198172	231006	333667	269961	186196	331327	233244	76722	273707	449789	248757	205898	514951	22280	117731	16782	182960	408967	44059	28641	105317	14673	47913	56915	84267	162849	85629	506.5	73724	174921	184190	32640	15397	63292	178153	27951	506.5	9563	46739	208786	171264	149353	114265	312930	135365	609206	35865	29233	113128	131855	201582	75410	95388	223372	299101	576764	328772	607.5	193337	268202	179759	392882	274922	607.5	115736	36052	90324	276254	212282	189272	142054	171324	165306	301091	480057	198236	607.5	4221	382700	182721	358989	12438	201540	322952	52636	25559	176565	17162	86193	202267	144552	63397	115468	52602	391431	54720	121582	607.5	29665	141500	213104	66684	359238	64145	180454	607.5	217455	255074	378585	162391	87821	176146	20257	36925	6203	262054	255942	420848	151634	52791	30697	154052	607.5	166229	114644	204447	118902	646098	138880	45920	162491	171430	472754	607.5	389655	101701	228612	450240	142415	79067	154946	68627	195301	64307	208891	3210	42905	98563	101516	607.5	128307	120150	10855	120630	228377	87268
"Tetrahydrohippuric acid"	683762	371298	602941	98153	136992	178833	1843992	757489	993284	439928	26718	735725	81635	449725	106811	234770	434015	135161	1465838	849365	1240004	115799	128539	284264	405749	727875	2213334	158207	173437	717582	764393	4363508	361236	45969	3647198	4453904	693768	58574	44591	268743	1871055	748762	386810	840400	451050	456321	2127944	93920	67960	804262	181765	401454	59280	786001	623597	386139	269012	789618	412944	1310910	351082	2035627	86811	254149	111015	494055	44304	85113	110700	43291	550209	86174	173407	2264642	194592	1579546	3696088	547144	606417	736893	138923	3167502	1226396	75301	207435	4076073	295795	362259	913912	407165	341495	515771	14346	177677	54782	837896	33350	350609	412316	448182	578675	376261	217300	920777	3611050	337281	1568496	829839	787242	1184795	1382222	607.5	200938	729889	1080156	1081094	141312	1178130	7147341	44857	732843	110684	113797	810384	1255280	127231	956735	354295	1293048	707058	433284	845693	543469	716759	700772	979416	820758	709255	1852263	32010	127736	2812608	10064	393720	657528	639572	892471	758360	341676	100966	214990	18945	161975	645484	928350	270958	1176416	267300	88930	275130	805771	1738257	95137	728854	147464	223930	261243	49451	1007337	857047	1618812	2407238	3274776	514652	1615173	1152733	767664	8086876	3798948	2185760	6553555	46318	2349035	1688759	2143951	11726529	2373218	1223659	1111505	4464462	1916635	1237563	2632954	1239801	6734170	2053650	1820519	2090701	1281098	2321166	3041016	4801228	2316764	456626	1043066	430170	5699919	3120767	933288	2187363
"Threo-3-Phenylserine"	3746625	571396	3336582	788314	1179489	744057	7902354	2742030	3121570	3706434	163740	1465109	470580	793979	1389480	2302158	3733386	959603	5192514	1103985	5308086	576426	1208003	1080645	3751539	1517754	9511221	1939107	1295881	4411271	5751149	15109148	3397022	778505	11154850	16717426	3316341	1288876	293515	2950808	4492212	2204512	3353824	1243233	4150095	400660	5282683	463874	88664	1140898	460258	3262747	1121181	1947807	4733706	3352513	2019753	3520623	2767332	1892711	647786	6559517	660536	2212058	1166935	2672878	544581	850214	1593807	43446	2433081	978965	269239	3743583	3895880	1753268	7933486	3175866	578547	2127566	1973368	3067933	1842697	671392	338629	4424305	299877	694028	2003968	417830	371777	631004	301204	1601796	701406	1731574	816446	671138	652767	4246488	1325379	462076	504210	1481624	5458396	3305276	2906165	5049841	4437004	3283233	2540602	607.5	3348399	721438	5781453	6215088	1290604	7428943	18065598	1264678	975003	1573423	1402032	5597557	11682278	5112492	3421713	3695891	3793840	1156568	750275	2257817	6586039	5190137	2944396	1895831	8969702	4198512	13984078	312901	1330154	19343775	286433	4348627	5101114	4966776	5441394	3188212	3611684	829617	2488214	27440	2410612	4651077	8170837	1793605	3802820	3349408	1751988	545118	2392852	4983395	2086199	4351609	2500551	627359	737075	90455	1069489	566186	1717942	2228235	2831762	620973	1648577	1073728	604099	9950183	5569633	3731984	14160486	1157476	3365705	5264524	1675420	10043481	2278201	1449208	1264749	4228249	2893246	865953	2353166	541476	5504063	2120215	3248846	1606883	1257784	2302566	5805691	7049892	2447327	475556	935227	964658	5390217	1823112	807263	1701592
"Threonic acid/Erythronic acid"	13920942	9114737	19810476	11311424	13949086	10842507	13047048	10960787	13937363	14750919	12259481	7392023	16717182	6696563	7695975	18394384	14880563	15716685	16425262	12339480	10560186	10707734	17344514	17383119	14891333	10186104	15599181	21324330	20498426	18242525	15552235	12137751	15002622	14564612	18110875	30250667	12293906	19400683	19632788	12912711	11830051	10998954	15638015	14557794	20372146	10345708	10064988	14933350	6173163	6690838	7837892	14631613	10561840	11508378	12246814	16067217	11284703	13230195	13481826	7893922	8183900	13153420	11890816	9999175	18681445	12968673	17063358	11688311	17701338	4443690	12017397	13960807	7291987	10971830	13412908	7331600	9747711	13100414	12818900	11300991	6349379	6319524	9419016	11460147	10780139	6202222	4920117	5803395	10506063	6082535	5877215	6136872	9594030	8672126	10988790	9629166	7603743	8729860	9193478	18981975	9570257	5161235	12403567	8337334	28704630	33586179	24692441	28786031	33702648	30944680	28399727	2656016	20383142	43557757	28591838	35548272	25334421	23782385	33496403	27502756	21304507	36008666	31066457	28168027	32541069	28514582	26973491	31448100	34659066	28767624	25600071	15859089	27835970	27390922	41203737	20498119	24452585	19528858	38827573	19668360	36226070	20834484	23959078	24861056	26613170	19267218	29521876	24702382	22611875	27200384	24013133	8211817	19321158	25053327	21309585	26111146	22752518	23678180	14152377	18368970	20070120	25344880	23708432	24308059	21954805	17310020	15790465	18113923	15887568	21212232	24847089	26846871	21379272	16591716	20216215	26495026	9555821	25623659	22300532	19302590	32540833	38044859	20874060	25502870	19077479	27777050	38317810	11205446	23184858	22056757	19844415	20832666	18822607	22767829	20416588	14459562	18594833	20083706	24380208	11525928	16313321	14407791	17369758	14005534	14258891	13852000	11087898	24969299	15806268	15920144
"Tryptophan"	512347	362404	480038	634151	855833	401043	814126	655777	149017	625262	821882	627810	755396	280794	319635	287737	613077	186738	398214	117768	283982	210717	384126	414944	580719	144306	601999	236039	565187	436165	324438	1183619	517115	225368	734419	69945	456380	524736	442172	380735	451911	459380	448886	520232	432220	124946	491570	110667	160157	248808	310902	406657	484110	136858	1040912	564463	152178	817668	353691	439169	386293	349158	262620	556227	256639	355160	402489	328577	161809	88489	310394	409917	116186	140112	281326	86721	239359	216160	181917	247297	70044	49517	296065	369969	457612	124778	110323	177176	238794	117650	59379	43279	774299	564267	146092	196630	113239	304461	219005	237663	42982	97567	230010	155134	935810	216794	1250664	961929	322675	358002	748600	1860981	1018669	502991	684506	319659	372075	435408	271584	134703	303433	660710	497665	545837	562326	294841	768892	810960	1051193	334380	415293	274518	1024104	541427	301845	328083	257992	599182	440881	228402	425882	556153	473391	796559	433075	637036	502610	252290	878377	318451	806407	240703	431264	364408	432337	490946	495207	557849	481367	240800	239131	552620	296097	325675	299775	538890	129963	202343	159717	524611	659238	837602	401479	347983	286154	405225	113652	522101	168009	185467	508620	217008	300949	181027	293385	593884	707190	86552	667494	119244	290894	850008	307178	409093	223301	101862	205697	38427	209271	69666	182736	247482	273165	123847	387771	325480	44799	104296	295313	212170
"Valerylglycine isomer 1"	652116	165869	420048	286990	561225	212189	698681	788729	252885	696991	159578	118305	426355	160979	257168	513605	618258	236521	427325	125937	283990	435059	1122943	474273	579037	287991	298920	917813	974384	873032	735768	506218	600035	518251	1278738	891676	925500	618837	852509	523882	1148796	406906	656597	683537	758840	152678	388965	542969	94558	92223	186003	548387	280533	185029	1010488	352488	564123	330115	518607	182903	219655	533714	914558	501848	477641	430312	1252885	384171	729424	639332	452264	937191	231943	155187	467084	349613	482326	647436	135622	405378	391204	164570	400213	692923	745604	296586	163396	159982	353317	792057	187693	88184	384248	717675	527001	312820	539024	376001	163090	304341	373769	87028	342300	253112	1043674	783394	569047	2884257	2457038	2025231	2245847	607.5	576988	636282	1109803	511108	1986572	950755	453817	673562	345902	1199314	673490	1088285	1650159	548818	673318	1350162	1955525	740092	273505	467277	2262955	1064977	2870714	199436	422478	991340	2525718	798722	179006	619100	874665	3040034	996244	329299	679032	733260	2162571	528686	219519	138708	740267	940086	736191	703043	1639741	433247	2081907	705395	1089016	1249615	789518	854281	424305	719392	258294	813349	666412	1123188	524519	910137	742428	1482493	1050502	1019270	846205	398868	409318	832274	122817	1372087	753444	1261485	1138611	1159395	680881	111575	2005973	748730	797783	815843	601216	897182	1159520	207899	606512	1051255	493530	299954	651714	315358	558515	255169	338669	832857	218229	649477	415127	494555
"Valerylglycine isomer 2"	3047858	1059712	2083576	1551551	2079759	675674	3310671	4103139	840964	2986980	1297588	1128546	2418832	1608562	2758784	2934597	2875935	2386434	2071340	1006168	1902566	1204951	4462691	2379492	2776902	873280	3572400	2187030	2830521	3663112	3259383	2435885	2763602	2251050	5327791	4262986	2734303	2585396	3013852	3226242	1148796	2222951	2713527	2292813	3187813	709983	1887755	1641061	559835	656739	1274503	2578554	1380752	895537	5145313	2099681	3724524	2120370	2274670	1621983	1980518	2461101	2730562	3020656	1466124	2175221	3445754	1633517	2477290	639332	2109425	3345842	1044438	757661	1646824	1823970	1791255	4146014	947554	1934608	1577333	1490159	1718738	2483689	2388059	1611852	827342	1260266	1734518	2123611	1117829	763305	2582191	3393308	1725624	1571214	2179106	1519000	926843	1628931	1605967	720929	1829484	1359514	6419071	2797128	4299074	11909792	6115103	3096009	8035572	607.5	3259089	6395447	5049944	4099603	7256757	5080926	3738872	2566634	1719671	4297409	5324570	4873112	7648125	1910687	5439846	4340784	7283405	3178504	1547866	3074074	6191537	4916409	8943211	1784458	4200543	4136622	7786416	4378240	2608290	2992852	4462941	9689440	4286272	2686538	2745539	4160961	7108278	2547671	2212921	992136	3451416	4253840	4661221	2464180	4009317	3451266	9045261	2681403	3260592	5840008	2611730	4002414	3128586	4061269	875155	2993219	4222945	4810052	3599437	6386359	4087475	5853004	2845191	5015241	5255266	2977940	4272008	7251435	3019276	3081894	3841186	3298124	3942297	7512978	3936963	796120	7537291	3841541	4596420	5044950	3496643	2341361	6304734	1369143	4345921	3364143	3282371	2017426	2744678	5320910	3371583	1340912	2186105	3792760	2150395	4931386	2886649	2835997
"Xanthosine"	931859	286081	1034769	391765	838635	278883	1195808	327559	521351	831836	580547	253818	1284800	86892	289268	1023719	920271	1062145	552501	180980	415354	153364	1144552	409023	839739	143412	1070697	1216399	1044012	1041408	963839	896087	857467	443267	1434685	2006635	1048303	988266	984233	665737	270397	703153	875885	819891	1386405	284491	715703	572469	66633	96707	251072	791015	326921	183515	996765	793728	739492	650423	772638	490367	490854	805700	948679	955940	1274104	736888	755151	573580	956894	141839	670254	977305	180878	444993	793108	234464	502534	478086	221873	607942	372078	126371	335562	437670	625766	302008	79450	175352	572226	374281	98553	79452	894140	684290	971020	491560	264468	644014	822887	1185008	204548	162873	325538	437991	1351348	1546452	704498	1178543	1910776	2419982	1730728	607.5	1518760	1292032	1333917	1256258	974162	519797	2540508	976266	328769	1916054	1273384	1345103	2028673	740657	1759018	2037601	1797824	1183570	281005	210403	2013482	1157284	2890251	473682	1397064	922962	1608440	785419	836119	552727	996652	1314640	1080507	941223	1069492	492963	1146686	413720	1146636	106708	428730	1153669	682704	1685395	1027646	673104	762161	230163	984144	741438	962147	954327	887638	721180	215275	364352	353548	991113	1975188	1308883	919371	525484	489779	945717	86415	409383	910262	1155717	1527056	1552890	863254	831837	632228	1534291	1054678	104907	1181832	570191	1181392	710672	765250	157618	799343	352504	730991	12561534	1127759	317084	828816	772629	761105	256288	491981	517417	208846	2334220	563581	654635
